;Sentiment;Text Tweet;step01;tokens;final_tokens;step02
48;negative;Nonton alien : covenant di @cinema21 mall @MciMall kaya nonton bajakan parah ada yg di SKIP mati mati jelek parah!!!! Film bagus jadi jelek ;nonton alien covenant di cinema mall mcimall kaya nonton bajakan parah ada yg di skip mati mati jelek parah film bagus jadi jelek;['nonton', 'alien', 'covenant', 'di', 'cinema', 'mall', 'mcimall', 'kaya', 'nonton', 'bajakan', 'parah', 'ada', 'yg', 'di', 'skip', 'mati', 'mati', 'jelek', 'parah', 'film', 'bagus', 'jadi', 'jelek'];['nonton', 'alien', 'covenant', 'di', 'cinema', 'mall', 'mcimall', 'kaya', 'nonton', 'bajakan', 'parah', 'ada', 'yg', 'di', 'skip', 'mati', 'mati', 'jelek', 'parah', 'film', 'bagus', 'jadi', 'jelek'];nonton alien covenant di cinema mall mcimall kaya nonton bajakan parah ada yg di skip mati mati jelek parah film bagus jadi jelek
49;negative;gue adalah orang yg jarang bgt nntn film indonesia..krn tiap nntn, gue slalu kecewa sama pembuatan film yg mnrt gue ga totalitas;gue adalah orang yg jarang bgt nntn film indonesia krn tiap nntn gue slalu kecewa sama pembuatan film yg mnrt gue ga totalitas;['gue', 'adalah', 'orang', 'yg', 'jarang', 'bgt', 'nntn', 'film', 'indonesia', 'krn', 'tiap', 'nntn', 'gue', 'slalu', 'kecewa', 'sama', 'pembuatan', 'film', 'yg', 'mnrt', 'gue', 'ga', 'totalitas'];['gue', 'adalah', 'orang', 'yg', 'jarang', 'bgt', 'nntn', 'film', 'indonesia', 'krn', 'tiap', 'nntn', 'gue', 'slalu', 'kecewa', 'sama', 'pembuatan', 'film', 'yg', 'mnrt', 'gue', 'ga', 'totalitas'];gue adalah orang yg jarang bgt nntn film indonesia krn tiap nntn gue slalu kecewa sama pembuatan film yg mnrt gue ga totalitas
50;negative;Awalnya agak ragu mau nonton, karena kebanyakan kecewa waktu nonton film dari adaptasi novel;awalnya agak ragu mau nonton karena kebanyakan kecewa waktu nonton film dari adaptasi novel;['awalnya', 'agak', 'ragu', 'mau', 'nonton', 'karena', 'kebanyakan', 'kecewa', 'waktu', 'nonton', 'film', 'dari', 'adaptasi', 'novel'];['awalnya', 'agak', 'ragu', 'mau', 'nonton', 'karena', 'kebanyakan', 'kecewa', 'waktu', 'nonton', 'film', 'dari', 'adaptasi', 'novel'];awalnya agak ragu mau nonton karena kebanyakan kecewa waktu nonton film dari adaptasi novel
51;negative;Sebenarnya gamau berekspektasi tinggi sih dari sebuah film yang diangkat dr buku. Biasanya malah kecewa :(;sebenarnya gamau berekspektasi tinggi sih dari sebuah film yang diangkat dr buku biasanya malah kecewa;['sebenarnya', 'gamau', 'berekspektasi', 'tinggi', 'sih', 'dari', 'sebuah', 'film', 'yang', 'diangkat', 'dr', 'buku', 'biasanya', 'malah', 'kecewa'];['sebenarnya', 'gamau', 'berekspektasi', 'tinggi', 'sih', 'dari', 'sebuah', 'film', 'yang', 'diangkat', 'dr', 'buku', 'biasanya', 'malah', 'kecewa'];sebenarnya gamau berekspektasi tinggi sih dari sebuah film yang diangkat dr buku biasanya malah kecewa
52;negative;Ya sudah tidur saja kecewa film nya bukan yang diharepin hufy;ya sudah tidur saja kecewa film nya bukan yang diharepin hufy;['ya', 'sudah', 'tidur', 'saja', 'kecewa', 'film', 'nya', 'bukan', 'yang', 'diharepin', 'hufy'];['ya', 'sudah', 'tidur', 'saja', 'kecewa', 'film', 'nya', 'bukan', 'yang', 'diharepin', 'hufy'];ya sudah tidur saja kecewa film nya bukan yang diharepin hufy
53;negative;Sama, ane juga kecewa ma nih film, padahal udah lama nungguin;sama ane juga kecewa ma nih film padahal udah lama nungguin;['sama', 'ane', 'juga', 'kecewa', 'ma', 'nih', 'film', 'padahal', 'udah', 'lama', 'nungguin'];['sama', 'ane', 'juga', 'kecewa', 'ma', 'nih', 'film', 'padahal', 'udah', 'lama', 'nungguin'];sama ane juga kecewa ma nih film padahal udah lama nungguin
54;negative;Ka @selliyamanto udah nonton #MembabiButa? Agak kecewa nonton film tu;ka selliyamanto udah nonton agak kecewa nonton film tu;['ka', 'selliyamanto', 'udah', 'nonton', 'agak', 'kecewa', 'nonton', 'film', 'tu'];['ka', 'selliyamanto', 'udah', 'nonton', 'agak', 'kecewa', 'nonton', 'film', 'tu'];ka selliyamanto udah nonton agak kecewa nonton film tu
55;negative;Jenuh nonton film... hambar;jenuh nonton film hambar;['jenuh', 'nonton', 'film', 'hambar'];['jenuh', 'nonton', 'film', 'hambar'];jenuh nonton film hambar
56;negative;sesal di dada nonton ini film...;sesal di dada nonton ini film;['sesal', 'di', 'dada', 'nonton', 'ini', 'film'];['sesal', 'di', 'dada', 'nonton', 'ini', 'film'];sesal di dada nonton ini film
57;negative;"Netizen membatalkan nonton film ""Kartini"" gara-gara kelakuan @therealDiSastr. http://bit.ly/2o2iRPY";netizen membatalkan nonton film kartini gara gara kelakuan therealdisastr bit lyoirpy;['netizen', 'membatalkan', 'nonton', 'film', 'kartini', 'gara', 'gara', 'kelakuan', 'therealdisastr', 'bit', 'lyoirpy'];['netizen', 'membatalkan', 'nonton', 'film', 'kartini', 'gara', 'gara', 'kelakuan', 'therealdisastr', 'bit', 'lyoirpy'];netizen membatalkan nonton film kartini gara gara kelakuan therealdisastr bit lyoirpy
58;negative;film jelek, jelas. Ga ada isinya.;film jelek jelas ga ada isinya;['film', 'jelek', 'jelas', 'ga', 'ada', 'isinya'];['film', 'jelek', 'jelas', 'ga', 'ada', 'isinya'];film jelek jelas ga ada isinya
59;negative;Itu film makin aneh ajaa ?;itu film makin aneh ajaa;['itu', 'film', 'makin', 'aneh', 'ajaa'];['itu', 'film', 'makin', 'aneh', 'ajaa'];itu film makin aneh ajaa
60;negative;Agak aneh film terbaru Conan, baru kali ini gk spektakuler. Tp openingnya hancurin gedung sih;agak aneh film terbaru conan baru kali ini gk spektakuler tp openingnya hancurin gedung sih;['agak', 'aneh', 'film', 'terbaru', 'conan', 'baru', 'kali', 'ini', 'gk', 'spektakuler', 'tp', 'openingnya', 'hancurin', 'gedung', 'sih'];['agak', 'aneh', 'film', 'terbaru', 'conan', 'baru', 'kali', 'ini', 'gk', 'spektakuler', 'tp', 'openingnya', 'hancurin', 'gedung', 'sih'];agak aneh film terbaru conan baru kali ini gk spektakuler tp openingnya hancurin gedung sih
61;negative;@askmenfess Film yang bikin emosional, bener-bener nyedot emosi.;askmenfess film yang bikin emosional bener bener nyedot emosi;['askmenfess', 'film', 'yang', 'bikin', 'emosional', 'bener', 'bener', 'nyedot', 'emosi'];['askmenfess', 'film', 'yang', 'bikin', 'emosional', 'bener', 'bener', 'nyedot', 'emosi'];askmenfess film yang bikin emosional bener bener nyedot emosi
62;negative;@pandji @InsyaAllahSah Film busuk dan artis dungu merusak bhineka;pandji insyaallahsah film busuk dan artis dungu merusak bhineka;['pandji', 'insyaallahsah', 'film', 'busuk', 'dan', 'artis', 'dungu', 'merusak', 'bhineka'];['pandji', 'insyaallahsah', 'film', 'busuk', 'dan', 'artis', 'dungu', 'merusak', 'bhineka'];pandji insyaallahsah film busuk dan artis dungu merusak bhineka
63;negative;Kecewa dgn plot cerita film dengan the guys, critanya seakan lompat ga ada proses visual yg bs bikin kta mengerti mengapa amira suka sm alfi;kecewa dgn plot cerita film dengan the guys critanya seakan lompat ga ada proses visual yg bs bikin kta mengerti mengapa amira suka sm alfi;['kecewa', 'dgn', 'plot', 'cerita', 'film', 'dengan', 'the', 'guys', 'critanya', 'seakan', 'lompat', 'ga', 'ada', 'proses', 'visual', 'yg', 'bs', 'bikin', 'kta', 'mengerti', 'mengapa', 'amira', 'suka', 'sm', 'alfi'];['kecewa', 'dgn', 'plot', 'cerita', 'film', 'dengan', 'the', 'guys', 'critanya', 'seakan', 'lompat', 'ga', 'ada', 'proses', 'visual', 'yg', 'bs', 'bikin', 'kta', 'mengerti', 'mengapa', 'amira', 'suka', 'sm', 'alfi'];kecewa dgn plot cerita film dengan the guys critanya seakan lompat ga ada proses visual yg bs bikin kta mengerti mengapa amira suka sm alfi
64;negative;jijik banget sama film ini. apalagi pas dia jadi kelinci gede-_- nightmare parah. https://t.co/eDoiFuS8P5;jijik banget sama film ini apalagi pas dia jadi kelinci gede _ nightmare parah coedoifusp;['jijik', 'banget', 'sama', 'film', 'ini', 'apalagi', 'pas', 'dia', 'jadi', 'kelinci', 'gede', '_', 'nightmare', 'parah', 'coedoifusp'];['jijik', 'banget', 'sama', 'film', 'ini', 'apalagi', 'pas', 'dia', 'jadi', 'kelinci', 'gede', '_', 'nightmare', 'parah', 'coedoifusp'];jijik banget sama film ini apalagi pas dia jadi kelinci gede _ nightmare parah coedoifusp
65;negative;bnyak yg bilang film Mummy jelek, pdahl pengen nonton;bnyak yg bilang film mummy jelek pdahl pengen nonton;['bnyak', 'yg', 'bilang', 'film', 'mummy', 'jelek', 'pdahl', 'pengen', 'nonton'];['bnyak', 'yg', 'bilang', 'film', 'mummy', 'jelek', 'pdahl', 'pengen', 'nonton'];bnyak yg bilang film mummy jelek pdahl pengen nonton
66;negative;Banyak yang bilang, film ini jelek. Daur ulang yang gagal. Di imdb dan ratattote aja ratingnya anjlok. Tp menurutku, aku suka sama film ini;banyak yang bilang film ini jelek daur ulang yang gagal di imdb dan ratattote aja ratingnya anjlok tp menurutku aku suka sama film ini;['banyak', 'yang', 'bilang', 'film', 'ini', 'jelek', 'daur', 'ulang', 'yang', 'gagal', 'di', 'imdb', 'dan', 'ratattote', 'aja', 'ratingnya', 'anjlok', 'tp', 'menurutku', 'aku', 'suka', 'sama', 'film', 'ini'];['banyak', 'yang', 'bilang', 'film', 'ini', 'jelek', 'daur', 'ulang', 'yang', 'gagal', 'di', 'imdb', 'dan', 'ratattote', 'aja', 'ratingnya', 'anjlok', 'tp', 'menurutku', 'aku', 'suka', 'sama', 'film', 'ini'];banyak yang bilang film ini jelek daur ulang yang gagal di imdb dan ratattote aja ratingnya anjlok tp menurutku aku suka sama film ini
67;negative;Naruto adalah film paling bodoh ke-8 haha #faktanya #quote;naruto adalah film paling bodoh ke   haha;['naruto', 'adalah', 'film', 'paling', 'bodoh', 'ke', 'haha'];['naruto', 'adalah', 'film', 'paling', 'bodoh', 'ke', 'haha'];naruto adalah film paling bodoh ke haha
68;negative;Gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi. Tp kalimat inspiratifnya kurang banyak hehehe;gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi tp kalimat inspiratifnya kurang banyak hehehe;['gw', 'ekspektasinya', 'film', 'ini', 'punya', 'kekuatan', 'narasi', 'yg', 'gw', 'bisa', 'jadiin', 'motivasi', 'tp', 'kalimat', 'inspiratifnya', 'kurang', 'banyak', 'hehehe'];['gw', 'ekspektasinya', 'film', 'ini', 'punya', 'kekuatan', 'narasi', 'yg', 'gw', 'bisa', 'jadiin', 'motivasi', 'tp', 'kalimat', 'inspiratifnya', 'kurang', 'banyak', 'hehehe'];gw ekspektasinya film ini punya kekuatan narasi yg gw bisa jadiin motivasi tp kalimat inspiratifnya kurang banyak hehehe
69;negative;Film e hambar;film hambar;['film', 'hambar'];['film', 'hambar'];film hambar
70;negative;"Film The Mummy menurut gue gak sesuai harapan, agak agak gimana gitu filmnya, weird. Dan bukan film tipe bang tom seperti biasanya -_-""";film the mummy menurut gue gak sesuai harapan agak agak gimana gitu filmnya weird dan bukan film tipe bang tom seperti biasanya _;['film', 'the', 'mummy', 'menurut', 'gue', 'gak', 'sesuai', 'harapan', 'agak', 'agak', 'gimana', 'gitu', 'filmnya', 'weird', 'dan', 'bukan', 'film', 'tipe', 'bang', 'tom', 'seperti', 'biasanya', '_'];['film', 'the', 'mummy', 'menurut', 'gue', 'gak', 'sesuai', 'harapan', 'agak', 'agak', 'gimana', 'gitu', 'filmnya', 'weird', 'dan', 'bukan', 'film', 'tipe', 'bang', 'tom', 'seperti', 'biasanya', '_'];film the mummy menurut gue gak sesuai harapan agak agak gimana gitu filmnya weird dan bukan film tipe bang tom seperti biasanya _
71;negative;yah kirain film baru wkwk penonton kecewaa;yah kirain film baru wkwk penonton kecewaa;['yah', 'kirain', 'film', 'baru', 'wkwk', 'penonton', 'kecewaa'];['yah', 'kirain', 'film', 'baru', 'wkwk', 'penonton', 'kecewaa'];yah kirain film baru wkwk penonton kecewaa
72;negative;"Mau bilang jelek ya bilang aja, sekalipun yg buat film itu teman sendiri. Sebut ""filmya bagus"" padahal biasa aja ngga bkin tmen lu maju sih.";mau bilang jelek ya bilang aja sekalipun yg buat film itu teman sendiri sebut filmya bagus padahal biasa aja ngga bkin tmen lu maju sih;['mau', 'bilang', 'jelek', 'ya', 'bilang', 'aja', 'sekalipun', 'yg', 'buat', 'film', 'itu', 'teman', 'sendiri', 'sebut', 'filmya', 'bagus', 'padahal', 'biasa', 'aja', 'ngga', 'bkin', 'tmen', 'lu', 'maju', 'sih'];['mau', 'bilang', 'jelek', 'ya', 'bilang', 'aja', 'sekalipun', 'yg', 'buat', 'film', 'itu', 'teman', 'sendiri', 'sebut', 'filmya', 'bagus', 'padahal', 'biasa', 'aja', 'ngga', 'bkin', 'tmen', 'lu', 'maju', 'sih'];mau bilang jelek ya bilang aja sekalipun yg buat film itu teman sendiri sebut filmya bagus padahal biasa aja ngga bkin tmen lu maju sih
73;negative;"Abis nonton King Arthur. Temen gw pesen, sblm nonton ""loh, itu film jelek katanya"" jgn selalu percaya ama pesen yg ada unsur ""KATANYA"" ..";abis nonton king arthur temen gw pesen sblm nonton loh itu film jelek katanya jgn selalu percaya ama pesen yg ada unsur katanya;['abis', 'nonton', 'king', 'arthur', 'temen', 'gw', 'pesen', 'sblm', 'nonton', 'loh', 'itu', 'film', 'jelek', 'katanya', 'jgn', 'selalu', 'percaya', 'ama', 'pesen', 'yg', 'ada', 'unsur', 'katanya'];['abis', 'nonton', 'king', 'arthur', 'temen', 'gw', 'pesen', 'sblm', 'nonton', 'loh', 'itu', 'film', 'jelek', 'katanya', 'jgn', 'selalu', 'percaya', 'ama', 'pesen', 'yg', 'ada', 'unsur', 'katanya'];abis nonton king arthur temen gw pesen sblm nonton loh itu film jelek katanya jgn selalu percaya ama pesen yg ada unsur katanya
74;negative;Kadang lebih gampang nilai film jelek ketimbang nilai film bagus. Mbuh.;kadang lebih gampang nilai film jelek ketimbang nilai film bagus mbuh;['kadang', 'lebih', 'gampang', 'nilai', 'film', 'jelek', 'ketimbang', 'nilai', 'film', 'bagus', 'mbuh'];['kadang', 'lebih', 'gampang', 'nilai', 'film', 'jelek', 'ketimbang', 'nilai', 'film', 'bagus', 'mbuh'];kadang lebih gampang nilai film jelek ketimbang nilai film bagus mbuh
75;negative;Ini film apa dah. Baru mulai udh bgni-_- jijk;ini film apa dah baru mulai udh bgni _ jijk;['ini', 'film', 'apa', 'dah', 'baru', 'mulai', 'udh', 'bgni', '_', 'jijk'];['ini', 'film', 'apa', 'dah', 'baru', 'mulai', 'udh', 'bgni', '_', 'jijk'];ini film apa dah baru mulai udh bgni _ jijk
76;negative;"Film Kartini menang pd pemain"" film yg kelas atas yg sudah punya nama. Tapi ceritany kurang dapat dan kurang riset menurut saya.";film kartini menang pd pemain film yg kelas atas yg sudah punya nama tapi ceritany kurang dapat dan kurang riset menurut saya;['film', 'kartini', 'menang', 'pd', 'pemain', 'film', 'yg', 'kelas', 'atas', 'yg', 'sudah', 'punya', 'nama', 'tapi', 'ceritany', 'kurang', 'dapat', 'dan', 'kurang', 'riset', 'menurut', 'saya'];['film', 'kartini', 'menang', 'pd', 'pemain', 'film', 'yg', 'kelas', 'atas', 'yg', 'sudah', 'punya', 'nama', 'tapi', 'ceritany', 'kurang', 'dapat', 'dan', 'kurang', 'riset', 'menurut', 'saya'];film kartini menang pd pemain film yg kelas atas yg sudah punya nama tapi ceritany kurang dapat dan kurang riset menurut saya
77;negative;Entah aku yg kurang belajar sejarah apa gimana, tapi entah kenapa konflik yg ditampilkan di film Kartini kaya kurang memenuhi ekspektasi aja;entah aku yg kurang belajar sejarah apa gimana tapi entah kenapa konflik yg ditampilkan di film kartini kaya kurang memenuhi ekspektasi aja;['entah', 'aku', 'yg', 'kurang', 'belajar', 'sejarah', 'apa', 'gimana', 'tapi', 'entah', 'kenapa', 'konflik', 'yg', 'ditampilkan', 'di', 'film', 'kartini', 'kaya', 'kurang', 'memenuhi', 'ekspektasi', 'aja'];['entah', 'aku', 'yg', 'kurang', 'belajar', 'sejarah', 'apa', 'gimana', 'tapi', 'entah', 'kenapa', 'konflik', 'yg', 'ditampilkan', 'di', 'film', 'kartini', 'kaya', 'kurang', 'memenuhi', 'ekspektasi', 'aja'];entah aku yg kurang belajar sejarah apa gimana tapi entah kenapa konflik yg ditampilkan di film kartini kaya kurang memenuhi ekspektasi aja
78;negative;Film itu kalau byk di sensor, rasanya g ada, hambar;film itu kalau byk di sensor rasanya ada hambar;['film', 'itu', 'kalau', 'byk', 'di', 'sensor', 'rasanya', 'ada', 'hambar'];['film', 'itu', 'kalau', 'byk', 'di', 'sensor', 'rasanya', 'ada', 'hambar'];film itu kalau byk di sensor rasanya ada hambar
79;negative;Semoga ga busuk kyk film yg pertama;semoga ga busuk kyk film yg pertama;['semoga', 'ga', 'busuk', 'kyk', 'film', 'yg', 'pertama'];['semoga', 'ga', 'busuk', 'kyk', 'film', 'yg', 'pertama'];semoga ga busuk kyk film yg pertama
80;negative;Flm apa ini :) arah dan tujuannya nggak jelas.. Nyesel download ! Sabar... Ini ujian ! — menonton Hangout Film;flm apa ini arah dan tujuannya nggak jelas nyesel download sabar ini ujian menonton hangout film;['flm', 'apa', 'ini', 'arah', 'dan', 'tujuannya', 'nggak', 'jelas', 'nyesel', 'download', 'sabar', 'ini', 'ujian', 'menonton', 'hangout', 'film'];['flm', 'apa', 'ini', 'arah', 'dan', 'tujuannya', 'nggak', 'jelas', 'nyesel', 'download', 'sabar', 'ini', 'ujian', 'menonton', 'hangout', 'film'];flm apa ini arah dan tujuannya nggak jelas nyesel download sabar ini ujian menonton hangout film
81;negative;"Hari ini nonton film terasa; hambarr";hari ini nonton film terasa hambarr;['hari', 'ini', 'nonton', 'film', 'terasa', 'hambarr'];['hari', 'ini', 'nonton', 'film', 'terasa', 'hambarr'];hari ini nonton film terasa hambarr
82;negative;Kurang mengerti sama film nya the mummy..;kurang mengerti sama film nya the mummy;['kurang', 'mengerti', 'sama', 'film', 'nya', 'the', 'mummy'];['kurang', 'mengerti', 'sama', 'film', 'nya', 'the', 'mummy'];kurang mengerti sama film nya the mummy
83;negative;Kecewa banyak deh pkoknya.. Setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg g bs dingertiin #KaulahTakdirkuMembelamu;kecewa banyak deh pkoknya setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg bs dingertiin;['kecewa', 'banyak', 'deh', 'pkoknya', 'setidaknya', 'mslh', 'jam', 'tayang', 'bs', 'aja', 'ngertiin', 'tp', 'klu', 'film', 'di', 'cut', 'itu', 'yg', 'bs', 'dingertiin'];['kecewa', 'banyak', 'deh', 'pkoknya', 'setidaknya', 'mslh', 'jam', 'tayang', 'bs', 'aja', 'ngertiin', 'tp', 'klu', 'film', 'di', 'cut', 'itu', 'yg', 'bs', 'dingertiin'];kecewa banyak deh pkoknya setidaknya mslh jam tayang bs aja ngertiin tp klu film di cut itu yg bs dingertiin
84;negative;Pernah novel favorit di filmkan & hasilnya bikin kecewa parah. Tp dari teaser #CriticalEleven saya yakin, team CE serius sama film ini;pernah novel favorit di filmkan hasilnya bikin kecewa parah tp dari teaser saya yakin team ce serius sama film ini;['pernah', 'novel', 'favorit', 'di', 'filmkan', 'hasilnya', 'bikin', 'kecewa', 'parah', 'tp', 'dari', 'teaser', 'saya', 'yakin', 'team', 'ce', 'serius', 'sama', 'film', 'ini'];['pernah', 'novel', 'favorit', 'di', 'filmkan', 'hasilnya', 'bikin', 'kecewa', 'parah', 'tp', 'dari', 'teaser', 'saya', 'yakin', 'team', 'ce', 'serius', 'sama', 'film', 'ini'];pernah novel favorit di filmkan hasilnya bikin kecewa parah tp dari teaser saya yakin team ce serius sama film ini
85;negative;Intinya, kmren kecewa bgt sama @cinema21 krna mmbiarkan anak kecil nnton film dewasa & jam tayang malam (20.30 WIB) pula #CriticalEleven;intinya kmren kecewa bgt sama cinema krna mmbiarkan anak kecil nnton film dewasa jam tayang malam     wib pula;['intinya', 'kmren', 'kecewa', 'bgt', 'sama', 'cinema', 'krna', 'mmbiarkan', 'anak', 'kecil', 'nnton', 'film', 'dewasa', 'jam', 'tayang', 'malam', 'wib', 'pula'];['intinya', 'kmren', 'kecewa', 'bgt', 'sama', 'cinema', 'krna', 'mmbiarkan', 'anak', 'kecil', 'nnton', 'film', 'dewasa', 'jam', 'tayang', 'malam', 'wib', 'pula'];intinya kmren kecewa bgt sama cinema krna mmbiarkan anak kecil nnton film dewasa jam tayang malam wib pula
86;negative;Aduh! Film bagian ini jijk parah;aduh film bagian ini jijk parah;['aduh', 'film', 'bagian', 'ini', 'jijk', 'parah'];['aduh', 'film', 'bagian', 'ini', 'jijk', 'parah'];aduh film bagian ini jijk parah
87;negative;Kecewa parah nnton film the guys ini. Entah kenapa makin ksini radit bkin film gapernah bener. Lucu juga nggak. Jalan cerita juga gadapet...;kecewa parah nnton film the guys ini entah kenapa makin ksini radit bkin film gapernah bener lucu juga nggak jalan cerita juga gadapet;['kecewa', 'parah', 'nnton', 'film', 'the', 'guys', 'ini', 'entah', 'kenapa', 'makin', 'ksini', 'radit', 'bkin', 'film', 'gapernah', 'bener', 'lucu', 'juga', 'nggak', 'jalan', 'cerita', 'juga', 'gadapet'];['kecewa', 'parah', 'nnton', 'film', 'the', 'guys', 'ini', 'entah', 'kenapa', 'makin', 'ksini', 'radit', 'bkin', 'film', 'gapernah', 'bener', 'lucu', 'juga', 'nggak', 'jalan', 'cerita', 'juga', 'gadapet'];kecewa parah nnton film the guys ini entah kenapa makin ksini radit bkin film gapernah bener lucu juga nggak jalan cerita juga gadapet
88;negative;Agak kecewa sama film Danur, diluar ekspektasi :(;agak kecewa sama film danur diluar ekspektasi;['agak', 'kecewa', 'sama', 'film', 'danur', 'diluar', 'ekspektasi'];['agak', 'kecewa', 'sama', 'film', 'danur', 'diluar', 'ekspektasi'];agak kecewa sama film danur diluar ekspektasi
89;negative;Ancur bgt itu film. Jelekk;ancur bgt itu film jelekk;['ancur', 'bgt', 'itu', 'film', 'jelekk'];['ancur', 'bgt', 'itu', 'film', 'jelekk'];ancur bgt itu film jelekk
90;negative;Flm nya jelekk bingittsss.;flm nya jelekk bingittsss;['flm', 'nya', 'jelekk', 'bingittsss'];['flm', 'nya', 'jelekk', 'bingittsss'];flm nya jelekk bingittsss
91;negative;Film hangout kok biasa aja sih, malah gak jelas sepertinya. Kecewaa;film hangout kok biasa aja sih malah gak jelas sepertinya kecewaa;['film', 'hangout', 'kok', 'biasa', 'aja', 'sih', 'malah', 'gak', 'jelas', 'sepertinya', 'kecewaa'];['film', 'hangout', 'kok', 'biasa', 'aja', 'sih', 'malah', 'gak', 'jelas', 'sepertinya', 'kecewaa'];film hangout kok biasa aja sih malah gak jelas sepertinya kecewaa
92;negative;Ternyata ending film kamar 207 jelekk;ternyata ending film kamar   jelekk;['ternyata', 'ending', 'film', 'kamar', 'jelekk'];['ternyata', 'ending', 'film', 'kamar', 'jelekk'];ternyata ending film kamar jelekk
93;negative;Filmnya aja ngehek...... ini seriesnya ngehek juga ga;filmnya aja ngehek ini seriesnya ngehek juga ga;['filmnya', 'aja', 'ngehek', 'ini', 'seriesnya', 'ngehek', 'juga', 'ga'];['filmnya', 'aja', 'ngehek', 'ini', 'seriesnya', 'ngehek', 'juga', 'ga'];filmnya aja ngehek ini seriesnya ngehek juga ga
94;negative;Kurang suka sama film #pesbukers cewe2 terllu terbuka penampilannya. Kurang baik klo di tonton anak kecil;kurang suka sama film cewe terllu terbuka penampilannya kurang baik klo di tonton anak kecil;['kurang', 'suka', 'sama', 'film', 'cewe', 'terllu', 'terbuka', 'penampilannya', 'kurang', 'baik', 'klo', 'di', 'tonton', 'anak', 'kecil'];['kurang', 'suka', 'sama', 'film', 'cewe', 'terllu', 'terbuka', 'penampilannya', 'kurang', 'baik', 'klo', 'di', 'tonton', 'anak', 'kecil'];kurang suka sama film cewe terllu terbuka penampilannya kurang baik klo di tonton anak kecil
95;negative;Buried ini film budget termurah dengan tingkat depresi tertinggi;buried ini film budget termurah dengan tingkat depresi tertinggi;['buried', 'ini', 'film', 'budget', 'termurah', 'dengan', 'tingkat', 'depresi', 'tertinggi'];['buried', 'ini', 'film', 'budget', 'termurah', 'dengan', 'tingkat', 'depresi', 'tertinggi'];buried ini film budget termurah dengan tingkat depresi tertinggi
96;negative;lalu setelah film berakhir, mikir ''ngapain nonton film yang isinya anak sma semua..'' terus agak nyesel :(;lalu setelah film berakhir mikir ngapain nonton film yang isinya anak sma semua terus agak nyesel;['lalu', 'setelah', 'film', 'berakhir', 'mikir', 'ngapain', 'nonton', 'film', 'yang', 'isinya', 'anak', 'sma', 'semua', 'terus', 'agak', 'nyesel'];['lalu', 'setelah', 'film', 'berakhir', 'mikir', 'ngapain', 'nonton', 'film', 'yang', 'isinya', 'anak', 'sma', 'semua', 'terus', 'agak', 'nyesel'];lalu setelah film berakhir mikir ngapain nonton film yang isinya anak sma semua terus agak nyesel
97;negative;Gila, film Britney Ever After jelek banget parah! Nyesel nonton walau gak sampe abis.;gila film britney ever after jelek banget parah nyesel nonton walau gak sampe abis;['gila', 'film', 'britney', 'ever', 'after', 'jelek', 'banget', 'parah', 'nyesel', 'nonton', 'walau', 'gak', 'sampe', 'abis'];['gila', 'film', 'britney', 'ever', 'after', 'jelek', 'banget', 'parah', 'nyesel', 'nonton', 'walau', 'gak', 'sampe', 'abis'];gila film britney ever after jelek banget parah nyesel nonton walau gak sampe abis
98;negative;Film danur nggak seperti novelnya. Harapan lebih serem ternyata cuman bikin boring. Sorry teh, tapi novelnya lebih bagus :);film danur nggak seperti novelnya harapan lebih serem ternyata cuman bikin boring sorry teh tapi novelnya lebih bagus;['film', 'danur', 'nggak', 'seperti', 'novelnya', 'harapan', 'lebih', 'serem', 'ternyata', 'cuman', 'bikin', 'boring', 'sorry', 'teh', 'tapi', 'novelnya', 'lebih', 'bagus'];['film', 'danur', 'nggak', 'seperti', 'novelnya', 'harapan', 'lebih', 'serem', 'ternyata', 'cuman', 'bikin', 'boring', 'sorry', 'teh', 'tapi', 'novelnya', 'lebih', 'bagus'];film danur nggak seperti novelnya harapan lebih serem ternyata cuman bikin boring sorry teh tapi novelnya lebih bagus
99;negative;ga bakal gua nonton film setan indonesia thur. mengecewakan semua. murahan cuma ngandelin sex;ga bakal gua nonton film setan indonesia thur mengecewakan semua murahan cuma ngandelin sex;['ga', 'bakal', 'gua', 'nonton', 'film', 'setan', 'indonesia', 'thur', 'mengecewakan', 'semua', 'murahan', 'cuma', 'ngandelin', 'sex'];['ga', 'bakal', 'gua', 'nonton', 'film', 'setan', 'indonesia', 'thur', 'mengecewakan', 'semua', 'murahan', 'cuma', 'ngandelin', 'sex'];ga bakal gua nonton film setan indonesia thur mengecewakan semua murahan cuma ngandelin sex
