;Sentiment;Text Tweet;step01;tokens;tokens_perbaikan;Stop_removal;step02;ProcessedText
63;0;Signal 4G <PROVIDER_NAME> bekasi kenapa? Gak bisa internetan sama sekali dari tadi subuh;signal 4 provider_name bekasi kenapa gak bisa internetan sama sekali dari tadi subuh;['signal', '4', 'provider_name', 'bekasi', 'kenapa', 'gak', 'bisa', 'internetan', 'sama', 'sekali', 'dari', 'tadi', 'subuh'];['signal', '4', 'provider_name', 'bekasi', 'kenapa', 'tidak', 'bisa', 'internetan', 'sama', 'sekali', 'dari', 'tadi', 'subuh'];['signal', '4', 'provider_name', 'bekasi', 'internetan', 'subuh'];signal 4 provider_name bekasi internetan subuh;signal 4 provider name bekas internetan subuh
64;0;<PROVIDER_NAME> tarif Internet Super Kuota naik lagi. Negara lain internet makin murah kok <PROVIDER_NAME> makin mahal? ;provider_name tarif internet super kuota naik lagi negara lain internet makin murah kok provider_name makin mahal;['provider_name', 'tarif', 'internet', 'super', 'kuota', 'naik', 'lagi', 'negara', 'lain', 'internet', 'makin', 'murah', 'kok', 'provider_name', 'makin', 'mahal'];['provider_name', 'tarif', 'internet', 'super', 'kuota', 'naik', 'lagi', 'negara', 'lain', 'internet', 'makin', 'murah', 'kok', 'provider_name', 'makin', 'mahal'];['provider_name', 'tarif', 'internet', 'super', 'kuota', 'negara', 'internet', 'murah', 'provider_name', 'mahal'];provider_name tarif internet super kuota negara internet murah provider_name mahal;provider name tarif internet super kuota negara internet murah provider name mahal
65;0;JARINGAN <PROVIDER_NAME> tidak ada SINYAL untuk wilayah Sindangkasih - ciamis <PROVIDER_NAME> ;allcaps jaringan allcaps provider_name tidak ada allcaps sinyal allcaps untuk wilayah sindangkasih ciamis provider_name;['allcaps', 'jaringan', 'allcaps', 'provider_name', 'tidak', 'ada', 'allcaps', 'sinyal', 'allcaps', 'untuk', 'wilayah', 'sindangkasih', 'ciamis', 'provider_name'];['allcaps', 'jaringan', 'allcaps', 'provider_name', 'tidak', 'ada', 'allcaps', 'sinyal', 'allcaps', 'untuk', 'wilayah', 'sindangkasih', 'ciamis', 'provider_name'];['allcaps', 'jaringan', 'allcaps', 'provider_name', 'allcaps', 'sinyal', 'allcaps', 'wilayah', 'sindangkasih', 'ciamis', 'provider_name'];allcaps jaringan allcaps provider_name allcaps sinyal allcaps wilayah sindangkasih ciamis provider_name;allcaps jaring allcaps provider name allcaps sinyal allcaps wilayah sindangkasih ciamis provider name
66;1;<PROVIDER_NAME> terimakasih <PROVIDER_NAME> akhirnya menang pointastic deal dari <PROVIDER_NAME> #PointasticDeal <PROVIDER_NAME> <URL>;provider_name terimakasih provider_name akhirnya menang pointastic deal dari provider_name hashtag pointastic deal hashtag provider_name allcaps url allcaps;['provider_name', 'terimakasih', 'provider_name', 'akhirnya', 'menang', 'pointastic', 'deal', 'dari', 'provider_name', 'hashtag', 'pointastic', 'deal', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];['provider_name', 'terimakasih', 'provider_name', 'akhirnya', 'menang', 'pointastic', 'deal', 'dari', 'provider_name', 'hashtag', 'pointastic', 'deal', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];['provider_name', 'terimakasih', 'provider_name', 'menang', 'pointastic', 'deal', 'provider_name', 'hashtag', 'pointastic', 'deal', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];provider_name terimakasih provider_name menang pointastic deal provider_name hashtag pointastic deal hashtag provider_name allcaps url allcaps;provider name terimakasih provider name menang pointastic deal provider name hashtag pointastic deal hashtag provider name allcaps url allcaps
67;0;<PROVIDER_NAME> kalo bukan karena nomer sudah lama, pasti sudah dibuang saja dari dulu. <PROVIDER_NAME>;provider_name kalo bukan karena nomer sudah lama pasti sudah dibuang saja dari dulu provider_name;['provider_name', 'kalo', 'bukan', 'karena', 'nomer', 'sudah', 'lama', 'pasti', 'sudah', 'dibuang', 'saja', 'dari', 'dulu', 'provider_name'];['provider_name', 'kalau', 'bukan', 'karena', 'nomer', 'sudah', 'lama', 'pasti', 'sudah', 'dibuang', 'saja', 'dari', 'dulu', 'provider_name'];['provider_name', 'nomer', 'dibuang', 'provider_name'];provider_name nomer dibuang provider_name;provider name nomer buang provider name
68;0;<PROVIDER_NAME> jadi yang dizalimi bukan cuma saya ya? <PROVIDER_NAME> <URL>;provider_name jadi yang dizalimi bukan cuma saya ya provider_name allcaps url allcaps;['provider_name', 'jadi', 'yang', 'dizalimi', 'bukan', 'cuma', 'saya', 'ya', 'provider_name', 'allcaps', 'url', 'allcaps'];['provider_name', 'jadi', 'yang', 'dizalimi', 'bukan', 'cuma', 'saya', 'iya', 'provider_name', 'allcaps', 'url', 'allcaps'];['provider_name', 'dizalimi', 'iya', 'provider_name', 'allcaps', 'url', 'allcaps'];provider_name dizalimi iya provider_name allcaps url allcaps;provider name zalim iya provider name allcaps url allcaps
69;1;mantap ini. #4g #LTE <PROVIDER_NAME> <URL>;mantap ini hashtag 4 hashtag hashtag lte hashtag provider_name allcaps url allcaps;['mantap', 'ini', 'hashtag', '4', 'hashtag', 'hashtag', 'lte', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];['mantap', 'ini', 'hashtag', '4', 'hashtag', 'hashtag', 'lte', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];['mantap', 'hashtag', '4', 'hashtag', 'hashtag', 'lte', 'hashtag', 'provider_name', 'allcaps', 'url', 'allcaps'];mantap hashtag 4 hashtag hashtag lte hashtag provider_name allcaps url allcaps;mantap hashtag 4 hashtag hashtag lte hashtag provider name allcaps url allcaps
70;0;Sinyal jelek! Komplain gak direspon! #Boikot<PROVIDER_NAME> <PROVIDER_NAME> <URL>;sinyal jelek komplain gak direspon hashtag boikot hashtag provider_name provider_name allcaps url allcaps;['sinyal', 'jelek', 'komplain', 'gak', 'direspon', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'provider_name', 'allcaps', 'url', 'allcaps'];['sinyal', 'jelek', 'komplain', 'tidak', 'direspon', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'provider_name', 'allcaps', 'url', 'allcaps'];['sinyal', 'jelek', 'komplain', 'direspon', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'provider_name', 'allcaps', 'url', 'allcaps'];sinyal jelek komplain direspon hashtag boikot hashtag provider_name provider_name allcaps url allcaps;sinyal jelek komplain direspon hashtag boikot hashtag provider name provider name allcaps url allcaps
71;0;Alhamdulillah mulai hari, ini 2 kartu telpon dan 2 kartu internetan kami gak pakai <PROVIDER_NAME> lagi. #Boikot<PROVIDER_NAME>;alhamdulillah mulai hari ini number kartu telpon dan number kartu internetan kami gak pakai provider_name lagi hashtag boikot hashtag provider_name;['alhamdulillah', 'mulai', 'hari', 'ini', 'number', 'kartu', 'telpon', 'dan', 'number', 'kartu', 'internetan', 'kami', 'gak', 'pakai', 'provider_name', 'lagi', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['syukur', 'mulai', 'hari', 'ini', 'number', 'kartu', 'telpon', 'dan', 'number', 'kartu', 'internetan', 'kami', 'tidak', 'pakai', 'provider_name', 'lagi', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['syukur', 'number', 'kartu', 'telpon', 'number', 'kartu', 'internetan', 'pakai', 'provider_name', 'hashtag', 'boikot', 'hashtag', 'provider_name'];syukur number kartu telpon number kartu internetan pakai provider_name hashtag boikot hashtag provider_name;syukur number kartu telpon number kartu internetan pakai provider name hashtag boikot hashtag provider name
72;0;#Boikot<PROVIDER_NAME> bentuk tekanan masyarakat agar perusahaan publik sekelas <PROVIDER_NAME> lebih berhati-hati ke depannya… <URL>;hashtag boikot hashtag provider_name bentuk tekanan masyarakat agar perusahaan publik sekelas provider_name lebih berhati hati ke depannya allcaps url allcaps;['hashtag', 'boikot', 'hashtag', 'provider_name', 'bentuk', 'tekanan', 'masyarakat', 'agar', 'perusahaan', 'publik', 'sekelas', 'provider_name', 'lebih', 'berhati', 'hati', 'ke', 'depannya', 'allcaps', 'url', 'allcaps'];['hashtag', 'boikot', 'hashtag', 'provider_name', 'bentuk', 'tekanan', 'masyarakat', 'agar', 'perusahaan', 'publik', 'sekelas', 'provider_name', 'lebih', 'berhati', 'hati', 'ke', 'depannya', 'allcaps', 'url', 'allcaps'];['hashtag', 'boikot', 'hashtag', 'provider_name', 'bentuk', 'tekanan', 'masyarakat', 'perusahaan', 'publik', 'sekelas', 'provider_name', 'berhati', 'hati', 'depannya', 'allcaps', 'url', 'allcaps'];hashtag boikot hashtag provider_name bentuk tekanan masyarakat perusahaan publik sekelas provider_name berhati hati depannya allcaps url allcaps;hashtag boikot hashtag provider name bentuk tekan masyarakat usaha publik kelas provider name hati hati depan allcaps url allcaps
73;0;<USER_MENTION> <USER_MENTION> <PROVIDER_NAME> Alhamdulillah saya gak pakai <PROVIDER_NAME> dari dulu #Boikot<PROVIDER_NAME> ;user_mention user_mention provider_name alhamdulillah saya gak pakai provider_name dari dulu hashtag boikot hashtag provider_name;['user_mention', 'user_mention', 'provider_name', 'alhamdulillah', 'saya', 'gak', 'pakai', 'provider_name', 'dari', 'dulu', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['user_mention', 'user_mention', 'provider_name', 'syukur', 'saya', 'tidak', 'pakai', 'provider_name', 'dari', 'dulu', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['user_mention', 'user_mention', 'provider_name', 'syukur', 'pakai', 'provider_name', 'hashtag', 'boikot', 'hashtag', 'provider_name'];user_mention user_mention provider_name syukur pakai provider_name hashtag boikot hashtag provider_name;user mention user mention provider name syukur pakai provider name hashtag boikot hashtag provider name
74;1;Saya dulu memimpikan pakai <PROVIDER_NAME>.  Tapi sekarang gak mimpi lagi.  Setia saja sama <PROVIDER_NAME> walau mahal sedikit. Ikutan #Boikot<PROVIDER_NAME>;saya dulu memimpikan pakai provider_name tapi sekarang gak mimpi lagi setia saja sama provider_name walau mahal sedikit ikutan hashtag boikot hashtag provider_name;['saya', 'dulu', 'memimpikan', 'pakai', 'provider_name', 'tapi', 'sekarang', 'gak', 'mimpi', 'lagi', 'setia', 'saja', 'sama', 'provider_name', 'walau', 'mahal', 'sedikit', 'ikutan', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['saya', 'dulu', 'memimpikan', 'pakai', 'provider_name', 'tapi', 'sekarang', 'tidak', 'mimpi', 'lagi', 'setia', 'saja', 'sama', 'provider_name', 'walau', 'mahal', 'sedikit', 'ikutan', 'hashtag', 'boikot', 'hashtag', 'provider_name'];['memimpikan', 'pakai', 'provider_name', 'mimpi', 'setia', 'provider_name', 'mahal', 'ikutan', 'hashtag', 'boikot', 'hashtag', 'provider_name'];memimpikan pakai provider_name mimpi setia provider_name mahal ikutan hashtag boikot hashtag provider_name;mimpi pakai provider name mimpi setia provider name mahal ikut hashtag boikot hashtag provider name
75;1;jauh sebelum ada aksi #Boikot<PROVIDER_NAME> saya tidak pakai <PROVIDER_NAME> lagi,  sebab <PROVIDER_NAME> masih lebih bagus maaf bukan iklan tapi kenyataan;jauh sebelum ada aksi hashtag boikot hashtag provider_name saya tidak pakai provider_name lagi sebab provider_name masih lebih bagus maaf bukan iklan tapi kenyataan;['jauh', 'sebelum', 'ada', 'aksi', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'saya', 'tidak', 'pakai', 'provider_name', 'lagi', 'sebab', 'provider_name', 'masih', 'lebih', 'bagus', 'maaf', 'bukan', 'iklan', 'tapi', 'kenyataan'];['jauh', 'sebelum', 'ada', 'aksi', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'saya', 'tidak', 'pakai', 'provider_name', 'lagi', 'sebab', 'provider_name', 'masih', 'lebih', 'bagus', 'maaf', 'bukan', 'iklan', 'tapi', 'kenyataan'];['aksi', 'hashtag', 'boikot', 'hashtag', 'provider_name', 'pakai', 'provider_name', 'provider_name', 'bagus', 'maaf', 'iklan', 'kenyataan'];aksi hashtag boikot hashtag provider_name pakai provider_name provider_name bagus maaf iklan kenyataan;aksi hashtag boikot hashtag provider name pakai provider name provider name bagus maaf iklan nyata
76;1;<PROVIDER_NAME> yang terbaik ini peserta nya… <URL>;provider_name yang terbaik ini peserta nya allcaps url allcaps;['provider_name', 'yang', 'terbaik', 'ini', 'peserta', 'nya', 'allcaps', 'url', 'allcaps'];['provider_name', 'yang', 'terbaik', 'ini', 'peserta', 'nya', 'allcaps', 'url', 'allcaps'];['provider_name', 'terbaik', 'peserta', 'nya', 'allcaps', 'url', 'allcaps'];provider_name terbaik peserta nya allcaps url allcaps;provider name baik serta nya allcaps url allcaps
77;1;RT <USER_MENTION>: Teman sehari hari. #<PROVIDER_NAME> <PROVIDER_NAME> #<PROVIDER_NAME> #telecommunications… <URL>;rt user_mention teman sehari hari provider_name provider_name provider_name hashtag tele communications hashtag allcaps url allcaps;['rt', 'user_mention', 'teman', 'sehari', 'hari', 'provider_name', 'provider_name', 'provider_name', 'hashtag', 'tele', 'communications', 'hashtag', 'allcaps', 'url', 'allcaps'];['rt', 'user_mention', 'teman', 'sehari', 'hari', 'provider_name', 'provider_name', 'provider_name', 'hashtag', 'tele', 'communications', 'hashtag', 'allcaps', 'url', 'allcaps'];['rt', 'user_mention', 'teman', 'sehari', 'provider_name', 'provider_name', 'provider_name', 'hashtag', 'tele', 'communications', 'hashtag', 'allcaps', 'url', 'allcaps'];rt user_mention teman sehari provider_name provider_name provider_name hashtag tele communications hashtag allcaps url allcaps;rt user mention teman hari provider name provider name provider name hashtag tele communications hashtag allcaps url allcaps
78;0;<PROVIDER_NAME> jelek banget sinyalnya <PROVIDER_NAME>;provider_name jelek banget sinyalnya provider_name;['provider_name', 'jelek', 'banget', 'sinyalnya', 'provider_name'];['provider_name', 'jelek', 'banget', 'sinyalnya', 'provider_name'];['provider_name', 'jelek', 'banget', 'sinyalnya', 'provider_name'];provider_name jelek banget sinyalnya provider_name;provider name jelek banget sinyal provider name
79;1;Saya bisa ke Sydney karena program <PROVIDER_NAME> & itu GRATIS! ada 22 Mahasiswa. Belajar dn liburan, kalian para hacker intropeksi sana;saya bisa ke sydney karena program provider_name itu allcaps gratis allcaps ada number mahasiswa belajar dn liburan kalian para hacker intropeksi sana;['saya', 'bisa', 'ke', 'sydney', 'karena', 'program', 'provider_name', 'itu', 'allcaps', 'gratis', 'allcaps', 'ada', 'number', 'mahasiswa', 'belajar', 'dn', 'liburan', 'kalian', 'para', 'hacker', 'intropeksi', 'sana'];['saya', 'bisa', 'ke', 'sydney', 'karena', 'program', 'provider_name', 'itu', 'allcaps', 'gratis', 'allcaps', 'ada', 'number', 'mahasiswa', 'belajar', 'dan', 'liburan', 'kalian', 'para', 'hacker', 'intropeksi', 'sana'];['sydney', 'program', 'provider_name', 'allcaps', 'gratis', 'allcaps', 'number', 'mahasiswa', 'belajar', 'liburan', 'hacker', 'intropeksi'];sydney program provider_name allcaps gratis allcaps number mahasiswa belajar liburan hacker intropeksi;sydney program provider name allcaps gratis allcaps number mahasiswa ajar libur hacker intropeksi
80;0;Internet mahal turunkan harga paket <PROVIDER_NAME> ;internet mahal turunkan harga paket provider_name;['internet', 'mahal', 'turunkan', 'harga', 'paket', 'provider_name'];['internet', 'mahal', 'turunkan', 'harga', 'paket', 'provider_name'];['internet', 'mahal', 'turunkan', 'harga', 'paket', 'provider_name'];internet mahal turunkan harga paket provider_name;internet mahal turun harga paket provider name
81;1;Selalu pakai <PROVIDER_NAME> belum pernah pakai <PROVIDER_NAME> dan merasakan <PROVIDER_NAME>lemot Meski <PROVIDER_NAME>mahal tapi dibarengi dengan kualitas;selalu pakai provider_name belum pernah pakai provider_name dan merasakan provider_name lemot meski provider_name mahal tapi dibarengi dengan kualitas;['selalu', 'pakai', 'provider_name', 'belum', 'pernah', 'pakai', 'provider_name', 'dan', 'merasakan', 'provider_name', 'lemot', 'meski', 'provider_name', 'mahal', 'tapi', 'dibarengi', 'dengan', 'kualitas'];['selalu', 'pakai', 'provider_name', 'belum', 'pernah', 'pakai', 'provider_name', 'dan', 'merasakan', 'provider_name', 'lemot', 'meski', 'provider_name', 'mahal', 'tapi', 'dibarengi', 'dengan', 'kualitas'];['pakai', 'provider_name', 'pakai', 'provider_name', 'merasakan', 'provider_name', 'lemot', 'provider_name', 'mahal', 'dibarengi', 'kualitas'];pakai provider_name pakai provider_name merasakan provider_name lemot provider_name mahal dibarengi kualitas;pakai provider name pakai provider name rasa provider name lot provider name mahal bareng kualitas
82;0;Webnya <PROVIDER_NAME> dibajak ya?  Cie dibajak. Semoga habis ini paket2, spam2 dan promo2nya makin subur.  <PROVIDER_NAME>;webnya provider_name dibajak ya cie dibajak semoga habis ini paket2 spam2 dan promo2nya makin subur provider_name;['webnya', 'provider_name', 'dibajak', 'ya', 'cie', 'dibajak', 'semoga', 'habis', 'ini', 'paket2', 'spam2', 'dan', 'promo2nya', 'makin', 'subur', 'provider_name'];['webnya', 'provider_name', 'dibajak', 'iya', 'cie', 'dibajak', 'semoga', 'habis', 'ini', 'paket2', 'spam2', 'dan', 'promo2nya', 'makin', 'subur', 'provider_name'];['webnya', 'provider_name', 'dibajak', 'iya', 'cie', 'dibajak', 'semoga', 'habis', 'paket2', 'spam2', 'promo2nya', 'subur', 'provider_name'];webnya provider_name dibajak iya cie dibajak semoga habis paket2 spam2 promo2nya subur provider_name;webnya provider name bajak iya cie bajak moga habis paket2 spam2 promo2nya subur provider name
83;1;CS <PROVIDER_NAME> <PROVIDER_NAME> emang paling fast response sama keluhan konsumen. Beda dengan operator sebelah! #opinipenjualpulsa;cs provider_name provider_name emang paling fast response sama keluhan konsumen beda dengan operator sebelah hashtag opini pen jual pulsa hashtag;['cs', 'provider_name', 'provider_name', 'emang', 'paling', 'fast', 'response', 'sama', 'keluhan', 'konsumen', 'beda', 'dengan', 'operator', 'sebelah', 'hashtag', 'opini', 'pen', 'jual', 'pulsa', 'hashtag'];['cs', 'provider_name', 'provider_name', 'memang', 'paling', 'fast', 'response', 'sama', 'keluhan', 'konsumen', 'beda', 'dengan', 'operator', 'sebelah', 'hashtag', 'opini', 'pen', 'jual', 'pulsa', 'hashtag'];['cs', 'provider_name', 'provider_name', 'fast', 'response', 'keluhan', 'konsumen', 'beda', 'operator', 'sebelah', 'hashtag', 'opini', 'pen', 'jual', 'pulsa', 'hashtag'];cs provider_name provider_name fast response keluhan konsumen beda operator sebelah hashtag opini pen jual pulsa hashtag;cs provider name provider name fast response keluh konsumen beda operator belah hashtag opini pen jual pulsa hashtag
84;1;Ini prinsip soalnya <PROVIDER_NAME> lebih murah dari <PROVIDER_NAME>, masalah sinyal disini Alhamdulillah kencang karena di kota besar kok;ini prinsip soalnya provider_name lebih murah dari provider_name masalah sinyal disini alhamdulillah kencang karena di kota besar kok;['ini', 'prinsip', 'soalnya', 'provider_name', 'lebih', 'murah', 'dari', 'provider_name', 'masalah', 'sinyal', 'disini', 'alhamdulillah', 'kencang', 'karena', 'di', 'kota', 'besar', 'kok'];['ini', 'prinsip', 'soalnya', 'provider_name', 'lebih', 'murah', 'dari', 'provider_name', 'masalah', 'sinyal', 'disini', 'syukur', 'kencang', 'karena', 'di', 'kota', 'besar', 'kok'];['prinsip', 'provider_name', 'murah', 'provider_name', 'sinyal', 'syukur', 'kencang', 'kota'];prinsip provider_name murah provider_name sinyal syukur kencang kota;prinsip provider name murah provider name sinyal syukur kencang kota
85;1;Terbaik Buat <PROVIDER_NAME> <PROVIDER_NAME>;terbaik buat provider_name provider_name;['terbaik', 'buat', 'provider_name', 'provider_name'];['terbaik', 'buat', 'provider_name', 'provider_name'];['terbaik', 'provider_name', 'provider_name'];terbaik provider_name provider_name;baik provider name provider name
86;1;Kembali ke paketan <PROVIDER_NAME> <PROVIDER_NAME>;kembali ke paketan provider_name provider_name;['kembali', 'ke', 'paketan', 'provider_name', 'provider_name'];['kembali', 'ke', 'paketan', 'provider_name', 'provider_name'];['paketan', 'provider_name', 'provider_name'];paketan provider_name provider_name;paket provider name provider name
87;1;<PROVIDER_NAME> Mantap di Sumedang <PROVIDER_NAME> ;provider_name mantap di sumedang provider_name;['provider_name', 'mantap', 'di', 'sumedang', 'provider_name'];['provider_name', 'mantap', 'di', 'sumedang', 'provider_name'];['provider_name', 'mantap', 'sumedang', 'provider_name'];provider_name mantap sumedang provider_name;provider name mantap sumedang provider name
88;0;<PROVIDER_NAME> semakin kesini semakin mahal, jaringannya 4G tapi lelet, pesan masukku penuh isinya pesan promo yang nyedot pulsa semua <PROVIDER_NAME>;provider_name semakin kesini semakin mahal jaringannya 4 tapi lelet pesan masukku penuh isinya pesan promo yang nyedot pulsa semua provider_name;['provider_name', 'semakin', 'kesini', 'semakin', 'mahal', 'jaringannya', '4', 'tapi', 'lelet', 'pesan', 'masukku', 'penuh', 'isinya', 'pesan', 'promo', 'yang', 'nyedot', 'pulsa', 'semua', 'provider_name'];['provider_name', 'semakin', 'kesini', 'semakin', 'mahal', 'jaringannya', '4', 'tapi', 'lelet', 'pesan', 'masukku', 'penuh', 'isinya', 'pesan', 'promo', 'yang', 'nyedot', 'pulsa', 'semua', 'provider_name'];['provider_name', 'kesini', 'mahal', 'jaringannya', '4', 'lelet', 'pesan', 'masukku', 'penuh', 'isinya', 'pesan', 'promo', 'nyedot', 'pulsa', 'provider_name'];provider_name kesini mahal jaringannya 4 lelet pesan masukku penuh isinya pesan promo nyedot pulsa provider_name;provider name kesini mahal jaring 4 lelet pesan masuk penuh isi pesan promo nyedot pulsa provider name
89;0;Tolong dong kensinya di benerin di wilayah keramat jati. Kenapa lemot !!!! <PROVIDER_NAME> <PRODUCT_NAME> <PROVIDER_NAME>;tolong dong kensinya di benerin di wilayah keramat jati kenapa lemot repeated provider_name product_name provider_name;['tolong', 'dong', 'kensinya', 'di', 'benerin', 'di', 'wilayah', 'keramat', 'jati', 'kenapa', 'lemot', 'repeated', 'provider_name', 'product_name', 'provider_name'];['tolong', 'dong', 'kensinya', 'di', 'dibetulkan', 'di', 'wilayah', 'keramat', 'jati', 'kenapa', 'lemot', 'repeated', 'provider_name', 'product_name', 'provider_name'];['tolong', 'kensinya', 'dibetulkan', 'wilayah', 'keramat', 'jati', 'lemot', 'repeated', 'provider_name', 'product_name', 'provider_name'];tolong kensinya dibetulkan wilayah keramat jati lemot repeated provider_name product_name provider_name;tolong kensinya betul wilayah keramat jati lot repeated provider name product name provider name
90;0;Sinyal kami paling kuat KATANYA. internetku di jakarta lemot parah, 3g aja gak dapat. makin hari makin jadi ini provider <PROVIDER_NAME> <PROVIDER_NAME>;sinyal kami paling kuat allcaps katanya allcaps internetku di jakarta lemot parah 3 aja gak dapat makin hari makin jadi ini provider provider_name provider_name;['sinyal', 'kami', 'paling', 'kuat', 'allcaps', 'katanya', 'allcaps', 'internetku', 'di', 'jakarta', 'lemot', 'parah', '3', 'aja', 'gak', 'dapat', 'makin', 'hari', 'makin', 'jadi', 'ini', 'provider', 'provider_name', 'provider_name'];['sinyal', 'kami', 'paling', 'kuat', 'allcaps', 'katanya', 'allcaps', 'internetku', 'di', 'jakarta', 'lemot', 'parah', '3', 'saja', 'tidak', 'dapat', 'makin', 'hari', 'makin', 'jadi', 'ini', 'provider', 'provider_name', 'provider_name'];['sinyal', 'kuat', 'allcaps', 'allcaps', 'internetku', 'jakarta', 'lemot', 'parah', '3', 'provider', 'provider_name', 'provider_name'];sinyal kuat allcaps allcaps internetku jakarta lemot parah 3 provider provider_name provider_name;sinyal kuat allcaps allcaps internetku jakarta lot parah 3 provider provider name provider name
91;0;Keamanan <PROVIDER_NAME> dong yang harus ditingkatkan! Bikin rugi pelanggan aja..!! <URL>;keamanan provider_name dong yang harus ditingkatkan bikin rugi pelanggan aja repeated allcaps url allcaps;['keamanan', 'provider_name', 'dong', 'yang', 'harus', 'ditingkatkan', 'bikin', 'rugi', 'pelanggan', 'aja', 'repeated', 'allcaps', 'url', 'allcaps'];['keamanan', 'provider_name', 'dong', 'yang', 'harus', 'ditingkatkan', 'membuat', 'rugi', 'pelanggan', 'saja', 'repeated', 'allcaps', 'url', 'allcaps'];['keamanan', 'provider_name', 'ditingkatkan', 'rugi', 'pelanggan', 'repeated', 'allcaps', 'url', 'allcaps'];keamanan provider_name ditingkatkan rugi pelanggan repeated allcaps url allcaps;aman provider name tingkat rugi langgan repeated allcaps url allcaps
92;0;harga jual & jumlah per rupiah dari kilobyte internet... memang <PROVIDER_NAME> juara mahalnya sih tsel vs <PROVIDER_NAME> <PROVIDER_NAME> ;harga jual jumlah per rupiah dari kilobyte internet repeated memang provider_name juara mahalnya sih tsel vs provider_name provider_name;['harga', 'jual', 'jumlah', 'per', 'rupiah', 'dari', 'kilobyte', 'internet', 'repeated', 'memang', 'provider_name', 'juara', 'mahalnya', 'sih', 'tsel', 'vs', 'provider_name', 'provider_name'];['harga', 'jual', 'jumlah', 'per', 'rupiah', 'dari', 'kilobyte', 'internet', 'repeated', 'memang', 'provider_name', 'juara', 'mahalnya', 'sih', 'tsel', 'vs', 'provider_name', 'provider_name'];['harga', 'jual', 'rupiah', 'kilobyte', 'internet', 'repeated', 'provider_name', 'juara', 'mahalnya', 'sih', 'tsel', 'vs', 'provider_name', 'provider_name'];harga jual rupiah kilobyte internet repeated provider_name juara mahalnya sih tsel vs provider_name provider_name;harga jual rupiah kilobyte internet repeated provider name juara mahal sih tsel vs provider name provider name
93;0;<PROVIDER_NAME> <PROVIDER_NAME> kenapa jaringan 4g di sembungan bangunjiwo kasihan bantul sudah 3minggu sangat tidak stabil. kuota <PROVIDER_NAME> terbuang;provider_name provider_name kenapa jaringan 4 di sembungan bangunjiwo kasihan bantul sudah 3 minggu sangat tidak stabil kuota provider_name terbuang;['provider_name', 'provider_name', 'kenapa', 'jaringan', '4', 'di', 'sembungan', 'bangunjiwo', 'kasihan', 'bantul', 'sudah', '3', 'minggu', 'sangat', 'tidak', 'stabil', 'kuota', 'provider_name', 'terbuang'];['provider_name', 'provider_name', 'kenapa', 'jaringan', '4', 'di', 'sembungan', 'bangunjiwo', 'kasihan', 'bantul', 'sudah', '3', 'minggu', 'sangat', 'tidak', 'stabil', 'kuota', 'provider_name', 'terbuang'];['provider_name', 'provider_name', 'jaringan', '4', 'sembungan', 'bangunjiwo', 'kasihan', 'bantul', '3', 'minggu', 'stabil', 'kuota', 'provider_name', 'terbuang'];provider_name provider_name jaringan 4 sembungan bangunjiwo kasihan bantul 3 minggu stabil kuota provider_name terbuang;provider name provider name jaring 4 sembung bangunjiwo kasihan bantul 3 minggu stabil kuota provider name buang
94;0;<PROVIDER_NAME> <PROVIDER_NAME> apakah setelah mendapat banyak customer sekarang 4G di Sembungan Bangunjiwo Jogja jadi gak stabil?;provider_name provider_name apakah setelah mendapat banyak customer sekarang 4 di sembungan bangunjiwo jogja jadi gak stabil;['provider_name', 'provider_name', 'apakah', 'setelah', 'mendapat', 'banyak', 'customer', 'sekarang', '4', 'di', 'sembungan', 'bangunjiwo', 'jogja', 'jadi', 'gak', 'stabil'];['provider_name', 'provider_name', 'apakah', 'setelah', 'mendapat', 'banyak', 'customer', 'sekarang', '4', 'di', 'sembungan', 'bangunjiwo', 'jogja', 'jadi', 'tidak', 'stabil'];['provider_name', 'provider_name', 'customer', '4', 'sembungan', 'bangunjiwo', 'jogja', 'stabil'];provider_name provider_name customer 4 sembungan bangunjiwo jogja stabil;provider name provider name customer 4 sembung bangunjiwo jogja stabil
